Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR1000	04/03/2023	16:48:41	 1,000	 110,6	 14,36	 7,703	 9,105	 20,37	 0,5965	 14,82	 0,000	 0,000	 0,000	 0,09996	 0,06238	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:48:56	 2,000	 117,1	 13,93	 8,403	 9,338	 20,32	 0,6171	 0,000	 41,96	 0,000	 0,000	 0,09996	 0,06234	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:49:11	 3,000	 117,2	 13,81	 8,487	 9,234	 20,31	 0,6247	 0,000	 0,000	 40,77	 0,000	 0,09996	 0,06233	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:49:26	 4,000	 131,6	 15,50	 8,489	 9,351	 20,49	 0,6867	 0,000	 0,000	 0,000	 46,15	 0,09996	 0,06238	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:49:41	 1,000	 110,5	 14,37	 7,691	 9,103	 20,37	 0,5962	 15,24	 0,000	 0,000	 0,000	 0,09996	 0,06229	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:49:56	 2,000	 116,9	 13,93	 8,389	 9,332	 20,30	 0,6168	 0,000	 42,47	 0,000	 0,000	 0,09996	 0,06231	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:50:11	 3,000	 116,9	 13,82	 8,462	 9,224	 20,30	 0,6243	 0,000	 0,000	 40,94	 0,000	 0,09996	 0,06226	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:50:26	 4,000	 131,4	 15,52	 8,467	 9,335	 20,50	 0,6867	 0,000	 0,000	 0,000	 45,90	 0,09996	 0,06228	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:50:41	 1,000	 110,4	 14,37	 7,684	 9,087	 20,38	 0,5964	 15,59	 0,000	 0,000	 0,000	 0,09996	 0,06217	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:50:56	 2,000	 117,1	 13,94	 8,398	 9,321	 20,33	 0,6178	 0,000	 41,61	 0,000	 0,000	 0,09996	 0,06230	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:51:11	 3,000	 117,2	 14,24	 8,227	 9,206	 20,35	 0,6255	 0,000	 0,000	 40,03	 0,000	 0,09996	 0,06219	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:51:26	 4,000	 131,5	 15,55	 8,455	 9,309	 20,53	 0,6881	 0,000	 0,000	 0,000	 45,44	 0,09996	 0,06210	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:51:41	 1,000	 110,4	 14,90	 7,411	 9,068	 20,39	 0,5971	 14,88	 0,000	 0,000	 0,000	 0,09996	 0,06203	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:51:56	 2,000	 116,8	 13,93	 8,389	 9,293	 20,34	 0,6183	 0,000	 41,20	 0,000	 0,000	 0,09996	 0,06203	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:52:11	 3,000	 117,4	 14,21	 8,256	 9,186	 20,37	 0,6272	 0,000	 0,000	 39,70	 0,000	 0,09996	 0,06204	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:52:26	 4,000	 131,6	 15,49	 8,499	 9,293	 20,55	 0,6893	 0,000	 0,000	 0,000	 45,27	 0,09996	 0,06201	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:52:41	 1,000	 110,4	 14,89	 7,413	 9,065	 20,39	 0,5970	 15,25	 0,000	 0,000	 0,000	 0,09996	 0,06201	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:52:56	 2,000	 116,7	 13,92	 8,387	 9,300	 20,32	 0,6176	 0,000	 42,34	 0,000	 0,000	 0,09996	 0,06199	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:53:11	 3,000	 117,0	 14,21	 8,233	 9,184	 20,34	 0,6265	 0,000	 0,000	 40,56	 0,000	 0,09996	 0,06202	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:53:26	 4,000	 131,4	 15,48	 8,490	 9,281	 20,54	 0,6893	 0,000	 0,000	 0,000	 44,95	 0,09996	 0,06199	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:53:41	 1,000	 110,2	 14,89	 7,405	 9,064	 20,38	 0,5967	 14,74	 0,000	 0,000	 0,000	 0,09996	 0,06197	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:53:56	 2,000	 116,5	 13,89	 8,389	 9,296	 20,31	 0,6171	 0,000	 42,45	 0,000	 0,000	 0,09996	 0,06201	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:54:11	 3,000	 116,8	 14,21	 8,219	 9,181	 20,32	 0,6260	 0,000	 0,000	 40,55	 0,000	 0,09996	 0,06199	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:54:26	 4,000	 131,1	 15,47	 8,477	 9,290	 20,52	 0,6879	 0,000	 0,000	 0,000	 45,80	 0,09996	 0,06201	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:54:41	 1,000	 110,1	 14,87	 7,407	 9,076	 20,37	 0,5958	 14,91	 0,000	 0,000	 0,000	 0,09996	 0,06199	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:54:56	 2,000	 116,5	 13,92	 8,371	 9,272	 20,32	 0,6183	 0,000	 40,95	 0,000	 0,000	 0,09996	 0,06189	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:55:11	 3,000	 116,5	 13,78	 8,456	 9,166	 20,31	 0,6258	 0,000	 0,000	 41,12	 0,000	 0,09996	 0,06183	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:55:26	 4,000	 130,6	 15,46	 8,453	 9,258	 20,52	 0,6878	 0,000	 0,000	 0,000	 45,94	 0,09996	 0,06179	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:55:41	 1,000	 109,9	 14,77	 7,436	 9,048	 20,36	 0,5965	 14,38	 0,000	 0,000	 0,000	 0,09996	 0,06176	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:55:56	 2,000	 116,2	 13,88	 8,367	 9,245	 20,31	 0,6186	 0,000	 42,30	 0,000	 0,000	 0,09996	 0,06167	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:56:11	 3,000	 116,1	 13,75	 8,441	 9,133	 20,31	 0,6260	 0,000	 0,000	 41,65	 0,000	 0,09996	 0,06161	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:56:26	 4,000	 129,8	 15,45	 8,405	 9,219	 20,52	 0,6865	 0,000	 0,000	 0,000	 45,59	 0,09996	 0,06158	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:56:41	 1,000	 109,3	 14,75	 7,408	 9,024	 20,32	 0,5958	 14,36	 0,000	 0,000	 0,000	 0,09996	 0,06149	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:56:56	 2,000	 115,4	 13,86	 8,325	 9,215	 20,27	 0,6177	 0,000	 44,23	 0,000	 0,000	 0,09996	 0,06144	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:57:11	 3,000	 115,2	 14,15	 8,138	 9,089	 20,25	 0,6257	 0,000	 0,000	 43,30	 0,000	 0,09996	 0,06134	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:57:26	 4,000	 127,8	 15,86	 8,059	 9,167	 20,47	 0,6810	 0,000	 0,000	 0,000	 46,28	 0,09996	 0,06120	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:57:41	 1,000	 108,2	 14,69	 7,365	 8,986	 20,28	 0,5939	 13,89	 0,000	 0,000	 0,000	 0,09996	 0,06116	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:57:56	 2,000	 114,3	 13,80	 8,285	 9,126	 20,23	 0,6193	 0,000	 44,18	 0,000	 0,000	 0,09996	 0,06087	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:58:11	 3,000	 114,3	 14,09	 8,112	 9,023	 20,21	 0,6265	 0,000	 0,000	 43,57	 0,000	 0,09996	 0,06082	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:58:26	 4,000	 124,7	 15,71	 7,937	 9,109	 20,46	 0,6692	 0,000	 0,000	 0,000	 45,78	 0,09996	 0,06093	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:58:41	 1,000	 107,8	 14,68	 7,347	 8,970	 20,26	 0,5935	 13,74	 0,000	 0,000	 0,000	 0,09996	 0,06077	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:58:56	 2,000	 113,9	 13,78	 8,265	 9,116	 20,21	 0,6182	 0,000	 44,43	 0,000	 0,000	 0,09996	 0,06075	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:59:11	 3,000	 113,8	 14,07	 8,089	 9,033	 20,20	 0,6238	 0,000	 0,000	 43,43	 0,000	 0,09996	 0,06079	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:59:26	 4,000	 123,5	 16,21	 7,616	 9,081	 20,45	 0,6650	 0,000	 0,000	 0,000	 46,44	 0,09996	 0,06070	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:59:41	 1,000	 107,2	 14,64	 7,321	 8,950	 20,22	 0,5924	 13,91	 0,000	 0,000	 0,000	 0,09996	 0,06066	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:59:56	 2,000	 113,3	 13,75	 8,241	 9,068	 20,19	 0,6190	 0,000	 44,97	 0,000	 0,000	 0,09996	 0,06050	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:00:11	 3,000	 113,4	 14,06	 8,062	 8,979	 20,17	 0,6259	 0,000	 0,000	 43,81	 0,000	 0,09996	 0,06059	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:00:26	 4,000	 120,2	 16,62	 7,227	 9,065	 20,46	 0,6480	 0,000	 0,000	 0,000	 46,12	 0,09996	 0,06043	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:00:41	 1,000	 106,9	 14,63	 7,306	 8,926	 20,21	 0,5924	 14,30	 0,000	 0,000	 0,000	 0,09996	 0,06045	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:00:56	 2,000	 113,0	 13,71	 8,239	 9,068	 20,16	 0,6178	 0,000	 45,41	 0,000	 0,000	 0,09996	 0,06041	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:01:11	 3,000	 112,8	 14,13	 7,982	 8,964	 20,15	 0,6244	 0,000	 0,000	 44,60	 0,000	 0,09996	 0,06045	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:01:26	 4,000	 116,9	 16,48	 7,094	 9,018	 20,43	 0,6346	 0,000	 0,000	 0,000	 46,78	 0,09996	 0,06037	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:01:41	 1,000	 106,4	 14,60	 7,286	 8,913	 20,18	 0,5915	 14,37	 0,000	 0,000	 0,000	 0,09996	 0,06028	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:01:56	 2,000	 112,4	 13,69	 8,213	 9,044	 20,14	 0,6172	 0,000	 45,86	 0,000	 0,000	 0,09996	 0,06021	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:02:11	 3,000	 112,3	 14,11	 7,962	 8,919	 20,12	 0,6257	 0,000	 0,000	 44,78	 0,000	 0,09996	 0,06007	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:02:26	 4,000	 113,6	 16,92	 6,715	 8,980	 20,41	 0,6198	 0,000	 0,000	 0,000	 47,11	 0,09996	 0,06004	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:02:41	 1,000	 106,0	 14,58	 7,270	 8,894	 20,18	 0,5909	 14,51	 0,000	 0,000	 0,000	 0,09996	 0,05994	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:02:56	 2,000	 112,0	 13,67	 8,196	 8,998	 20,14	 0,6182	 0,000	 45,44	 0,000	 0,000	 0,09996	 0,05997	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:03:11	 3,000	 112,1	 14,06	 7,974	 8,912	 20,13	 0,6252	 0,000	 0,000	 44,93	 0,000	 0,09996	 0,05994	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:03:26	 4,000	 110,6	 16,77	 6,596	 8,985	 20,42	 0,6031	 0,000	 0,000	 0,000	 46,94	 0,09996	 0,05987	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:03:41	 1,000	 106,2	 14,59	 7,277	 8,889	 20,19	 0,5915	 14,72	 0,000	 0,000	 0,000	 0,09996	 0,05988	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:03:56	 2,000	 112,2	 13,69	 8,198	 8,995	 20,16	 0,6189	 0,000	 45,04	 0,000	 0,000	 0,09996	 0,05993	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:04:11	 3,000	 112,1	 14,00	 8,006	 8,892	 20,13	 0,6264	 0,000	 0,000	 44,67	 0,000	 0,09996	 0,05991	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:04:26	 4,000	 108,3	 17,27	 6,268	 8,958	 20,41	 0,5920	 0,000	 0,000	 0,000	 47,03	 0,09996	 0,05985	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:04:41	 1,000	 106,0	 14,58	 7,270	 8,882	 20,20	 0,5908	 14,85	 0,000	 0,000	 0,000	 0,09996	 0,05981	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:04:56	 2,000	 111,9	 13,69	 8,176	 8,952	 20,15	 0,6206	 0,000	 45,15	 0,000	 0,000	 0,09996	 0,05969	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:05:11	 3,000	 111,8	 14,10	 7,929	 8,880	 20,12	 0,6258	 0,000	 0,000	 45,06	 0,000	 0,09996	 0,05971	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:05:26	 4,000	 107,5	 17,25	 6,235	 8,934	 20,40	 0,5899	 0,000	 0,000	 0,000	 47,04	 0,09996	 0,05964	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:05:41	 1,000	 105,9	 14,57	 7,267	 8,871	 20,20	 0,5912	 15,03	 0,000	 0,000	 0,000	 0,09996	 0,05971	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:05:56	 2,000	 111,7	 13,67	 8,174	 8,957	 20,15	 0,6192	 0,000	 44,43	 0,000	 0,000	 0,09996	 0,05961	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:06:11	 3,000	 111,5	 14,06	 7,925	 8,858	 20,11	 0,6258	 0,000	 0,000	 45,18	 0,000	 0,09996	 0,05960	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:06:26	 4,000	 107,0	 17,22	 6,213	 8,907	 20,39	 0,5891	 0,000	 0,000	 0,000	 47,18	 0,09996	 0,05961	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:06:41	 1,000	 105,4	 14,55	 7,243	 8,846	 20,18	 0,5904	 14,94	 0,000	 0,000	 0,000	 0,09996	 0,05947	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:06:56	 2,000	 111,5	 13,67	 8,158	 8,940	 20,14	 0,6193	 0,000	 45,48	 0,000	 0,000	 0,09996	 0,05947	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:07:11	 3,000	 111,3	 14,02	 7,935	 8,830	 20,10	 0,6268	 0,000	 0,000	 45,44	 0,000	 0,09996	 0,05944	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:07:26	 4,000	 106,6	 17,20	 6,199	 8,881	 20,40	 0,5885	 0,000	 0,000	 0,000	 46,83	 0,09996	 0,05936	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:07:41	 1,000	 105,4	 14,56	 7,243	 8,831	 20,19	 0,5913	 14,36	 0,000	 0,000	 0,000	 0,09996	 0,05931	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:07:56	 2,000	 111,2	 13,66	 8,143	 8,911	 20,13	 0,6198	 0,000	 45,27	 0,000	 0,000	 0,09996	 0,05932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:08:11	 3,000	 111,0	 13,95	 7,955	 8,818	 20,09	 0,6266	 0,000	 0,000	 45,70	 0,000	 0,09996	 0,05929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:08:26	 4,000	 106,2	 17,18	 6,180	 8,869	 20,38	 0,5872	 0,000	 0,000	 0,000	 47,37	 0,09996	 0,05929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:08:41	 1,000	 104,9	 14,53	 7,223	 8,819	 20,15	 0,5906	 14,11	 0,000	 0,000	 0,000	 0,09996	 0,05925	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:08:56	 2,000	 110,7	 13,63	 8,117	 8,893	 20,09	 0,6194	 0,000	 47,55	 0,000	 0,000	 0,09996	 0,05921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:09:11	 3,000	 110,5	 13,92	 7,936	 8,809	 20,04	 0,6257	 0,000	 0,000	 46,69	 0,000	 0,09996	 0,05924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:09:26	 4,000	 105,3	 17,14	 6,145	 8,854	 20,34	 0,5849	 0,000	 0,000	 0,000	 47,97	 0,09996	 0,05927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:09:41	 1,000	 104,7	 14,52	 7,213	 8,826	 20,12	 0,5896	 15,03	 0,000	 0,000	 0,000	 0,09996	 0,05927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:09:56	 2,000	 110,5	 13,61	 8,118	 8,918	 20,06	 0,6177	 0,000	 47,20	 0,000	 0,000	 0,09996	 0,05929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:10:11	 3,000	 110,2	 13,90	 7,929	 8,810	 20,02	 0,6250	 0,000	 0,000	 46,69	 0,000	 0,09996	 0,05921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:10:26	 4,000	 104,9	 17,13	 6,120	 8,847	 20,33	 0,5832	 0,000	 0,000	 0,000	 48,34	 0,09996	 0,05915	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:10:41	 1,000	 104,2	 14,49	 7,193	 8,792	 20,10	 0,5899	 14,75	 0,000	 0,000	 0,000	 0,09996	 0,05905	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:10:56	 2,000	 109,9	 13,59	 8,089	 8,865	 20,04	 0,6186	 0,000	 46,88	 0,000	 0,000	 0,09996	 0,05896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:11:11	 3,000	 109,6	 13,99	 7,829	 8,762	 20,00	 0,6251	 0,000	 0,000	 47,03	 0,000	 0,09996	 0,05887	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:11:26	 4,000	 104,2	 17,08	 6,097	 8,791	 20,31	 0,5835	 0,000	 0,000	 0,000	 48,58	 0,09996	 0,05888	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:11:41	 1,000	 103,9	 14,48	 7,178	 8,777	 20,08	 0,5897	 14,46	 0,000	 0,000	 0,000	 0,09996	 0,05891	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:11:56	 2,000	 109,6	 13,56	 8,080	 8,844	 20,03	 0,6185	 0,000	 46,13	 0,000	 0,000	 0,09996	 0,05884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:12:11	 3,000	 109,3	 13,96	 7,831	 8,745	 19,99	 0,6254	 0,000	 0,000	 47,05	 0,000	 0,09996	 0,05885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:12:26	 4,000	 103,7	 17,06	 6,076	 8,779	 20,29	 0,5820	 0,000	 0,000	 0,000	 48,90	 0,09996	 0,05879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:12:41	 1,000	 103,9	 14,48	 7,178	 8,772	 20,11	 0,5892	 15,58	 0,000	 0,000	 0,000	 0,09996	 0,05879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:12:56	 2,000	 109,6	 14,07	 7,789	 8,829	 20,05	 0,6193	 0,000	 44,60	 0,000	 0,000	 0,09996	 0,05875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:13:11	 3,000	 109,3	 13,98	 7,819	 8,721	 20,01	 0,6266	 0,000	 0,000	 44,24	 0,000	 0,09996	 0,05862	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:13:26	 4,000	 103,2	 17,03	 6,058	 8,737	 20,29	 0,5822	 0,000	 0,000	 0,000	 48,54	 0,09996	 0,05858	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:13:41	 1,000	 103,6	 14,47	 7,163	 8,741	 20,10	 0,5898	 15,24	 0,000	 0,000	 0,000	 0,09996	 0,05854	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:13:56	 2,000	 109,6	 14,09	 7,777	 8,806	 20,06	 0,6202	 0,000	 44,88	 0,000	 0,000	 0,09996	 0,05857	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:14:11	 3,000	 109,6	 13,92	 7,874	 8,704	 20,05	 0,6280	 0,000	 0,000	 42,64	 0,000	 0,09996	 0,05854	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:14:26	 4,000	 102,8	 17,03	 6,039	 8,739	 20,29	 0,5798	 0,000	 0,000	 0,000	 48,43	 0,09996	 0,05846	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:14:41	 1,000	 103,4	 14,45	 7,153	 8,720	 20,10	 0,5898	 15,09	 0,000	 0,000	 0,000	 0,09996	 0,05835	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:14:56	 2,000	 109,2	 14,05	 7,770	 8,774	 20,05	 0,6206	 0,000	 45,23	 0,000	 0,000	 0,09996	 0,05829	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:15:11	 3,000	 108,9	 13,87	 7,853	 8,658	 20,02	 0,6286	 0,000	 0,000	 45,73	 0,000	 0,09996	 0,05825	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:15:26	 4,000	 102,4	 17,00	 6,025	 8,759	 20,29	 0,5764	 0,000	 0,000	 0,000	 48,64	 0,09996	 0,05830	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:15:41	 1,000	 103,2	 14,44	 7,145	 8,708	 20,10	 0,5896	 15,71	 0,000	 0,000	 0,000	 0,09996	 0,05822	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:15:56	 2,000	 109,0	 14,05	 7,755	 8,737	 20,06	 0,6218	 0,000	 45,79	 0,000	 0,000	 0,09996	 0,05812	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:16:11	 3,000	 108,8	 13,93	 7,814	 8,647	 20,02	 0,6286	 0,000	 0,000	 46,06	 0,000	 0,09996	 0,05812	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	17:16:26	 4,000	 102,0	 16,98	 6,007	 8,703	 20,29	 0,5777	 0,000	 0,000	 0,000	 48,41	 0,09996	 0,05809	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	17:16:41	 1,000	 103,1	 14,45	 7,137	 8,690	 20,12	 0,5900	 15,84	 0,000	 0,000	 0,000	 0,09996	 0,05803	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	17:16:56	 2,000	 109,1	 14,06	 7,760	 8,720	 20,08	 0,6230	 0,000	 44,82	 0,000	 0,000	 0,09996	 0,05799	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	17:17:11	 3,000	 108,7	 13,91	 7,817	 8,612	 20,03	 0,6301	 0,000	 0,000	 44,09	 0,000	 0,09996	 0,05796	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
