Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR3000	04/03/2023	14:11:11	 3,000	 122,9	 13,11	 9,377	 10,41	 20,08	 0,5880	 0,000	 0,000	 47,53	 0,000	 0,09996	 0,06955	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:11:26	 4,000	 141,5	 14,89	 9,505	 10,48	 20,27	 0,6657	 0,000	 0,000	 0,000	 51,03	 0,09996	 0,06964	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:11:41	 1,000	 116,9	 14,03	 8,335	 10,25	 20,16	 0,5657	 45,96	 0,000	 0,000	 0,000	 0,09996	 0,06965	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:11:56	 2,000	 122,4	 13,18	 9,287	 10,39	 20,10	 0,5861	 0,000	 47,88	 0,000	 0,000	 0,09996	 0,06947	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:12:11	 3,000	 122,0	 13,53	 9,016	 10,37	 20,03	 0,5872	 0,000	 0,000	 48,86	 0,000	 0,09996	 0,06943	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:12:26	 4,000	 140,8	 14,90	 9,450	 10,45	 20,25	 0,6653	 0,000	 0,000	 0,000	 51,71	 0,09996	 0,06935	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:12:41	 1,000	 117,4	 14,11	 8,320	 10,13	 20,23	 0,5725	 42,23	 0,000	 0,000	 0,000	 0,09996	 0,06925	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:12:56	 2,000	 123,2	 13,22	 9,314	 10,35	 20,18	 0,5898	 0,000	 43,23	 0,000	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:13:11	 3,000	 122,7	 13,53	 9,070	 10,34	 20,09	 0,5906	 0,000	 0,000	 46,20	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:13:26	 4,000	 141,4	 14,90	 9,493	 10,46	 20,30	 0,6662	 0,000	 0,000	 0,000	 50,33	 0,09996	 0,06932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:13:41	 1,000	 117,7	 14,12	 8,337	 10,17	 20,24	 0,5717	 43,37	 0,000	 0,000	 0,000	 0,09996	 0,06946	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:13:56	 2,000	 123,6	 13,24	 9,331	 10,38	 20,19	 0,5895	 0,000	 45,37	 0,000	 0,000	 0,09996	 0,06944	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:14:11	 3,000	 123,6	 13,57	 9,109	 10,39	 20,15	 0,5904	 0,000	 0,000	 45,46	 0,000	 0,09996	 0,06969	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:14:26	 4,000	 142,2	 14,95	 9,514	 10,49	 20,34	 0,6668	 0,000	 0,000	 0,000	 49,59	 0,09996	 0,06956	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:14:41	 1,000	 118,3	 14,11	 8,384	 10,21	 20,30	 0,5712	 41,65	 0,000	 0,000	 0,000	 0,09996	 0,06955	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:14:56	 2,000	 124,2	 13,27	 9,358	 10,37	 20,25	 0,5915	 0,000	 42,30	 0,000	 0,000	 0,09996	 0,06950	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:15:11	 3,000	 124,3	 13,60	 9,140	 10,37	 20,21	 0,5931	 0,000	 0,000	 42,11	 0,000	 0,09996	 0,06944	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:15:26	 4,000	 142,2	 14,93	 9,529	 10,45	 20,35	 0,6688	 0,000	 0,000	 0,000	 49,55	 0,09996	 0,06939	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:15:41	 1,000	 118,6	 14,15	 8,377	 10,16	 20,33	 0,5738	 41,80	 0,000	 0,000	 0,000	 0,09996	 0,06938	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:15:56	 2,000	 124,3	 13,28	 9,354	 10,36	 20,26	 0,5918	 0,000	 42,57	 0,000	 0,000	 0,09996	 0,06943	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:16:11	 3,000	 124,4	 13,59	 9,158	 10,39	 20,20	 0,5927	 0,000	 0,000	 43,78	 0,000	 0,09996	 0,06968	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:16:26	 4,000	 142,4	 14,95	 9,525	 10,49	 20,33	 0,6671	 0,000	 0,000	 0,000	 50,61	 0,09996	 0,06971	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:16:41	 1,000	 118,3	 14,13	 8,371	 10,19	 20,28	 0,5722	 43,58	 0,000	 0,000	 0,000	 0,09996	 0,06978	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:16:56	 2,000	 124,1	 13,28	 9,349	 10,41	 20,23	 0,5898	 0,000	 44,79	 0,000	 0,000	 0,09996	 0,06969	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:17:11	 3,000	 123,9	 13,56	 9,139	 10,35	 20,19	 0,5930	 0,000	 0,000	 44,69	 0,000	 0,09996	 0,06946	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:17:26	 4,000	 141,8	 14,92	 9,505	 10,45	 20,32	 0,6682	 0,000	 0,000	 0,000	 50,59	 0,09996	 0,06933	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:17:41	 1,000	 118,0	 14,11	 8,364	 10,15	 20,29	 0,5728	 43,16	 0,000	 0,000	 0,000	 0,09996	 0,06934	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:17:56	 2,000	 124,1	 13,76	 9,020	 10,37	 20,25	 0,5913	 0,000	 40,79	 0,000	 0,000	 0,09996	 0,06932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:18:11	 3,000	 124,0	 13,62	 9,103	 10,34	 20,19	 0,5937	 0,000	 0,000	 44,66	 0,000	 0,09996	 0,06938	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:18:26	 4,000	 141,9	 14,96	 9,484	 10,46	 20,32	 0,6676	 0,000	 0,000	 0,000	 50,53	 0,09996	 0,06956	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:18:41	 1,000	 118,3	 14,14	 8,365	 10,22	 20,31	 0,5703	 42,05	 0,000	 0,000	 0,000	 0,09996	 0,06950	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:18:56	 2,000	 124,2	 13,32	 9,324	 10,37	 20,27	 0,5914	 0,000	 43,32	 0,000	 0,000	 0,09996	 0,06948	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:19:11	 3,000	 124,5	 13,64	 9,128	 10,36	 20,23	 0,5938	 0,000	 0,000	 43,18	 0,000	 0,09996	 0,06930	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:19:26	 4,000	 142,1	 14,95	 9,510	 10,42	 20,38	 0,6695	 0,000	 0,000	 0,000	 49,13	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:19:41	 1,000	 118,3	 14,17	 8,347	 10,12	 20,33	 0,5753	 42,71	 0,000	 0,000	 0,000	 0,09996	 0,06924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:19:56	 2,000	 124,4	 13,39	 9,289	 10,35	 20,28	 0,5928	 0,000	 44,36	 0,000	 0,000	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:20:11	 3,000	 124,0	 13,55	 9,150	 10,35	 20,20	 0,5934	 0,000	 0,000	 45,58	 0,000	 0,09996	 0,06933	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:20:26	 4,000	 142,0	 14,94	 9,508	 10,45	 20,35	 0,6680	 0,000	 0,000	 0,000	 49,97	 0,09996	 0,06928	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:20:41	 1,000	 118,2	 14,16	 8,348	 10,20	 20,30	 0,5712	 43,30	 0,000	 0,000	 0,000	 0,09996	 0,06939	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:20:56	 2,000	 124,2	 13,39	 9,274	 10,39	 20,25	 0,5902	 0,000	 44,01	 0,000	 0,000	 0,09996	 0,06958	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:21:11	 3,000	 124,3	 13,56	 9,165	 10,37	 20,21	 0,5932	 0,000	 0,000	 44,86	 0,000	 0,09996	 0,06947	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:21:26	 4,000	 142,5	 14,94	 9,539	 10,47	 20,37	 0,6681	 0,000	 0,000	 0,000	 49,42	 0,09996	 0,06955	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:21:41	 1,000	 119,1	 14,19	 8,390	 10,16	 20,37	 0,5752	 41,51	 0,000	 0,000	 0,000	 0,09996	 0,06954	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:21:56	 2,000	 124,9	 13,79	 9,062	 10,38	 20,30	 0,5928	 0,000	 44,09	 0,000	 0,000	 0,09996	 0,06962	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:22:11	 3,000	 124,5	 13,61	 9,147	 10,36	 20,22	 0,5940	 0,000	 0,000	 44,81	 0,000	 0,09996	 0,06948	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:22:26	 4,000	 142,9	 14,97	 9,543	 10,46	 20,40	 0,6700	 0,000	 0,000	 0,000	 48,81	 0,09996	 0,06949	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:22:41	 1,000	 119,1	 14,19	 8,391	 10,16	 20,37	 0,5757	 41,75	 0,000	 0,000	 0,000	 0,09996	 0,06956	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:22:56	 2,000	 125,3	 13,80	 9,074	 10,38	 20,33	 0,5936	 0,000	 43,41	 0,000	 0,000	 0,09996	 0,06957	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:23:11	 3,000	 124,9	 13,65	 9,150	 10,40	 20,26	 0,5930	 0,000	 0,000	 44,83	 0,000	 0,09996	 0,06959	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:23:26	 4,000	 143,3	 14,98	 9,569	 10,48	 20,42	 0,6694	 0,000	 0,000	 0,000	 48,01	 0,09996	 0,06971	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:23:41	 1,000	 119,7	 14,22	 8,415	 10,19	 20,41	 0,5756	 40,35	 0,000	 0,000	 0,000	 0,09996	 0,06967	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:23:56	 2,000	 125,7	 13,84	 9,083	 10,38	 20,37	 0,5947	 0,000	 42,79	 0,000	 0,000	 0,09996	 0,06953	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:24:11	 3,000	 125,3	 13,66	 9,176	 10,37	 20,28	 0,5956	 0,000	 0,000	 43,11	 0,000	 0,09996	 0,06952	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:24:26	 4,000	 143,4	 14,97	 9,580	 10,46	 20,45	 0,6703	 0,000	 0,000	 0,000	 47,76	 0,09996	 0,06943	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:24:41	 1,000	 119,6	 14,23	 8,409	 10,13	 20,44	 0,5779	 41,76	 0,000	 0,000	 0,000	 0,09996	 0,06939	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:24:56	 2,000	 125,7	 13,46	 9,344	 10,32	 20,39	 0,5973	 0,000	 43,05	 0,000	 0,000	 0,09996	 0,06933	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:25:11	 3,000	 125,3	 13,70	 9,145	 10,31	 20,32	 0,5983	 0,000	 0,000	 41,66	 0,000	 0,09996	 0,06929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:25:26	 4,000	 143,7	 14,99	 9,590	 10,41	 20,53	 0,6722	 0,000	 0,000	 0,000	 46,01	 0,09996	 0,06917	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:25:41	 1,000	 119,7	 14,25	 8,396	 10,09	 20,47	 0,5795	 40,61	 0,000	 0,000	 0,000	 0,09996	 0,06910	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:25:56	 2,000	 125,8	 13,89	 9,054	 10,29	 20,41	 0,5986	 0,000	 43,18	 0,000	 0,000	 0,09996	 0,06908	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:26:11	 3,000	 125,2	 13,68	 9,151	 10,28	 20,31	 0,5995	 0,000	 0,000	 43,59	 0,000	 0,09996	 0,06919	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:26:26	 4,000	 143,8	 15,03	 9,572	 10,42	 20,51	 0,6731	 0,000	 0,000	 0,000	 47,33	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:26:41	 1,000	 119,7	 14,31	 8,363	 10,13	 20,44	 0,5780	 42,39	 0,000	 0,000	 0,000	 0,09996	 0,06941	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:26:56	 2,000	 125,3	 13,85	 9,052	 10,35	 20,37	 0,5947	 0,000	 44,10	 0,000	 0,000	 0,09996	 0,06936	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:27:11	 3,000	 125,2	 13,66	 9,166	 10,31	 20,31	 0,5978	 0,000	 0,000	 42,56	 0,000	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:27:26	 4,000	 143,9	 15,00	 9,593	 10,41	 20,55	 0,6727	 0,000	 0,000	 0,000	 45,82	 0,09996	 0,06924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:27:41	 1,000	 119,8	 14,22	 8,420	 10,11	 20,47	 0,5787	 39,24	 0,000	 0,000	 0,000	 0,09996	 0,06929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:27:56	 2,000	 125,8	 13,94	 9,027	 10,33	 20,41	 0,5969	 0,000	 43,04	 0,000	 0,000	 0,09996	 0,06934	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:28:11	 3,000	 125,6	 13,66	 9,198	 10,32	 20,34	 0,5985	 0,000	 0,000	 42,53	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:28:26	 4,000	 144,5	 15,03	 9,608	 10,40	 20,60	 0,6739	 0,000	 0,000	 0,000	 45,24	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:28:41	 1,000	 120,0	 14,27	 8,409	 10,10	 20,51	 0,5790	 39,63	 0,000	 0,000	 0,000	 0,09996	 0,06916	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:28:56	 2,000	 126,1	 13,93	 9,047	 10,29	 20,44	 0,5993	 0,000	 42,96	 0,000	 0,000	 0,09996	 0,06911	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:29:11	 3,000	 126,0	 13,70	 9,198	 10,30	 20,38	 0,6000	 0,000	 0,000	 40,46	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:29:26	 4,000	 145,3	 15,56	 9,335	 10,41	 20,66	 0,6755	 0,000	 0,000	 0,000	 43,79	 0,09996	 0,06919	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:29:41	 1,000	 120,2	 14,25	 8,440	 10,09	 20,53	 0,5803	 40,28	 0,000	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:29:56	 2,000	 126,3	 13,50	 9,357	 10,33	 20,44	 0,5980	 0,000	 43,09	 0,000	 0,000	 0,09996	 0,06929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:30:11	 3,000	 126,0	 13,72	 9,182	 10,29	 20,37	 0,6013	 0,000	 0,000	 42,07	 0,000	 0,09996	 0,06934	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:30:26	 4,000	 145,1	 15,05	 9,640	 10,41	 20,63	 0,6753	 0,000	 0,000	 0,000	 44,70	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:30:41	 1,000	 120,3	 14,24	 8,444	 10,12	 20,50	 0,5795	 40,82	 0,000	 0,000	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:30:56	 2,000	 126,1	 13,85	 9,104	 10,36	 20,41	 0,5965	 0,000	 43,88	 0,000	 0,000	 0,09996	 0,06947	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:31:11	 3,000	 126,2	 13,72	 9,192	 10,28	 20,36	 0,6028	 0,000	 0,000	 41,18	 0,000	 0,09996	 0,06930	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:31:26	 4,000	 145,3	 15,07	 9,640	 10,41	 20,65	 0,6760	 0,000	 0,000	 0,000	 43,98	 0,09996	 0,06934	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:31:41	 1,000	 120,1	 14,22	 8,441	 10,14	 20,50	 0,5777	 41,10	 0,000	 0,000	 0,000	 0,09996	 0,06932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:31:56	 2,000	 125,7	 13,84	 9,078	 10,30	 20,39	 0,5984	 0,000	 44,42	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:32:11	 3,000	 125,3	 13,66	 9,170	 10,25	 20,31	 0,6016	 0,000	 0,000	 43,90	 0,000	 0,09996	 0,06932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:32:26	 4,000	 144,8	 15,07	 9,612	 10,41	 20,62	 0,6749	 0,000	 0,000	 0,000	 44,66	 0,09996	 0,06931	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:32:41	 1,000	 119,3	 14,18	 8,413	 10,12	 20,43	 0,5767	 42,01	 0,000	 0,000	 0,000	 0,09996	 0,06909	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:32:56	 2,000	 124,9	 13,39	 9,321	 10,29	 20,33	 0,5967	 0,000	 44,44	 0,000	 0,000	 0,09996	 0,06917	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:33:11	 3,000	 124,5	 13,63	 9,133	 10,28	 20,26	 0,5977	 0,000	 0,000	 45,02	 0,000	 0,09996	 0,06919	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:33:26	 4,000	 143,7	 14,99	 9,586	 10,38	 20,57	 0,6733	 0,000	 0,000	 0,000	 45,79	 0,09996	 0,06897	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:33:41	 1,000	 118,6	 14,14	 8,385	 10,07	 20,40	 0,5774	 41,94	 0,000	 0,000	 0,000	 0,09996	 0,06881	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:33:56	 2,000	 124,3	 13,83	 8,992	 10,27	 20,32	 0,5959	 0,000	 43,99	 0,000	 0,000	 0,09996	 0,06885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:34:11	 3,000	 124,1	 13,63	 9,104	 10,22	 20,26	 0,5994	 0,000	 0,000	 44,72	 0,000	 0,09996	 0,06890	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:34:26	 4,000	 143,6	 15,01	 9,566	 10,37	 20,57	 0,6731	 0,000	 0,000	 0,000	 45,05	 0,09996	 0,06887	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:34:41	 1,000	 118,7	 14,14	 8,395	 10,03	 20,42	 0,5797	 41,71	 0,000	 0,000	 0,000	 0,09996	 0,06892	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:34:56	 2,000	 124,4	 13,38	 9,301	 10,28	 20,32	 0,5959	 0,000	 44,45	 0,000	 0,000	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:35:11	 3,000	 124,7	 13,66	 9,131	 10,26	 20,30	 0,5987	 0,000	 0,000	 42,80	 0,000	 0,09996	 0,06899	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:35:26	 4,000	 143,7	 14,99	 9,588	 10,37	 20,57	 0,6740	 0,000	 0,000	 0,000	 45,30	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:35:41	 1,000	 119,0	 14,16	 8,406	 10,06	 20,45	 0,5785	 40,29	 0,000	 0,000	 0,000	 0,09996	 0,06893	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:35:56	 2,000	 124,9	 13,85	 9,020	 10,26	 20,35	 0,5980	 0,000	 43,65	 0,000	 0,000	 0,09996	 0,06899	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:36:11	 3,000	 124,4	 13,64	 9,117	 10,25	 20,26	 0,5987	 0,000	 0,000	 44,55	 0,000	 0,09996	 0,06896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:36:26	 4,000	 143,5	 14,98	 9,580	 10,39	 20,53	 0,6729	 0,000	 0,000	 0,000	 46,12	 0,09996	 0,06908	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:36:41	 1,000	 119,1	 14,16	 8,411	 10,09	 20,41	 0,5784	 42,26	 0,000	 0,000	 0,000	 0,09996	 0,06916	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:36:56	 2,000	 124,7	 13,82	 9,019	 10,32	 20,31	 0,5947	 0,000	 44,95	 0,000	 0,000	 0,09996	 0,06924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:37:11	 3,000	 124,3	 13,64	 9,116	 10,31	 20,23	 0,5963	 0,000	 0,000	 45,42	 0,000	 0,09996	 0,06932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:37:26	 4,000	 143,3	 14,97	 9,574	 10,41	 20,49	 0,6719	 0,000	 0,000	 0,000	 46,90	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:37:41	 1,000	 118,4	 14,13	 8,377	 10,11	 20,33	 0,5761	 43,39	 0,000	 0,000	 0,000	 0,09996	 0,06924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:37:56	 2,000	 123,7	 13,31	 9,292	 10,31	 20,23	 0,5933	 0,000	 47,27	 0,000	 0,000	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:38:11	 3,000	 123,1	 13,57	 9,078	 10,28	 20,15	 0,5946	 0,000	 0,000	 47,17	 0,000	 0,09996	 0,06914	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:38:26	 4,000	 142,3	 14,93	 9,532	 10,39	 20,43	 0,6706	 0,000	 0,000	 0,000	 48,26	 0,09996	 0,06909	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:38:41	 1,000	 117,3	 14,08	 8,334	 10,09	 20,26	 0,5740	 45,17	 0,000	 0,000	 0,000	 0,09996	 0,06903	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:38:56	 2,000	 123,0	 13,27	 9,269	 10,31	 20,19	 0,5909	 0,000	 47,20	 0,000	 0,000	 0,09996	 0,06903	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:39:11	 3,000	 122,8	 13,55	 9,065	 10,25	 20,13	 0,5949	 0,000	 0,000	 47,67	 0,000	 0,09996	 0,06903	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:39:26	 4,000	 142,0	 14,92	 9,515	 10,38	 20,40	 0,6702	 0,000	 0,000	 0,000	 48,61	 0,09996	 0,06909	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:39:41	 1,000	 117,0	 14,06	 8,323	 10,10	 20,23	 0,5732	 45,72	 0,000	 0,000	 0,000	 0,09996	 0,06912	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
